list-none-none,1,10,1,30,200044,6668
list-none-none,1,100,1,300,255520,851
list-none-none,1,1000,1,3000,6161508,2053
list-none-none,1,10000,1,30000,694081565,23136
list-none-none,1,20000,1,60000,3697253132,61620
list-none-none,2,1,1,6,184675,30779
list-none-none,2,10,1,60,145064,2417
list-none-none,4,1,1,12,229471,19122
list-none-none,4,10,1,120,198528,1654
list-none-none,8,1,1,24,320154,13339
list-i-none,2,1,1,6,168113,28018
list-i-none,2,2,1,12,147678,12306
list-i-none,2,4,1,24,136688,5695
list-i-none,2,16,1,96,181161,1887
list-i-none,2,32,1,192,200771,1045
list-i-none,4,1,1,12,223499,18624
list-i-none,4,4,1,48,200729,4181
list-i-none,8,1,1,24,357784,14907
list-i-none,12,1,1,36,442025,12278
list-i-none,12,2,1,72,522793,7261
list-d-none,2,1,1,6,166867,27811
list-d-none,2,2,1,12,168047,14003
list-d-none,2,4,1,24,123201,5133
list-d-none,2,8,1,48,874395,18216
list-d-none,2,16,1,96,186542,1943
list-d-none,4,1,1,12,239564,19963
list-d-none,4,2,1,24,182344,7597
list-d-none,8,2,1,48,397152,8274
list-d-none,8,4,1,96,355670,3704
list-d-none,12,1,1,36,449066,12474
list-d-none,12,2,1,72,560339,7782
list-il-none,2,1,1,6,167077,27846
list-il-none,2,2,1,12,120461,10038
list-il-none,2,4,1,24,123316,5138
list-il-none,2,8,1,48,174057,3626
list-il-none,2,16,1,96,273165,2845
list-il-none,2,32,1,192,681830,3551
list-il-none,4,1,1,12,186963,15580
list-il-none,4,4,1,48,187655,3909
list-il-none,4,16,1,192,488616,2544
list-il-none,8,1,1,24,376763,15698
list-il-none,12,1,1,36,443562,12321
list-il-none,12,2,1,72,544739,7565
list-il-none,12,4,1,144,499666,3469
list-dl-none,2,1,1,6,127144,21190
list-dl-none,2,2,1,12,112601,9383
list-dl-none,2,4,1,24,158210,6592
list-dl-none,2,8,1,48,173368,3611
list-dl-none,2,16,1,96,258771,2695
list-dl-none,2,32,1,192,656250,3417
list-dl-none,4,1,1,12,192723,16060
list-dl-none,4,2,1,24,211156,8798
list-dl-none,4,8,1,96,296281,3086
list-dl-none,4,16,1,192,440553,2294
list-dl-none,8,4,1,96,379174,3949
list-dl-none,12,1,1,36,456397,12677
list-dl-none,12,2,1,72,524035,7278
list-dl-none,12,4,1,144,510083,3542
list-dl-none,12,16,1,576,1224510,2125
list-i-m,12,32,1,1152,2333938,2025
list-d-m,12,32,1,1152,2714451,2356
list-il-m,12,32,1,1152,20847512,18096
list-dl-m,12,32,1,1152,17103576,14846
list-i-s,12,32,1,1152,2345540,2036
list-d-s,12,32,1,1152,5528598,4799
list-il-s,12,32,1,1152,21847322,18964
list-dl-s,12,32,1,1152,22704218,19708
list-none-none,1,1000,1,3000,6256163,2085
list-none-m,1,1000,1,3000,6248541,2082
list-none-m,2,1000,1,6000,34522904,5753
list-none-m,4,1000,1,12000,125478005,10456
list-none-m,8,1000,1,24000,403577258,16815
list-none-m,12,1000,1,36000,899475571,24985
list-none-m,16,1000,1,48000,1631214561,33983
list-none-m,24,1000,1,72000,3516863362,48845
list-none-s,1,1000,1,3000,5638984,1879
list-none-s,2,1000,1,6000,47910697,7985
list-none-s,4,1000,1,12000,218057491,18171
list-none-s,8,1000,1,24000,1092569348,45523
list-none-s,12,1000,1,36000,2328059868,64668
list-none-s,16,1000,1,48000,12184722030,253848
list-none-s,24,1000,1,72000,53455521830,742437
